Type,Restaurant_Name,Review_Title,Sentiment,Rating,Review_Date,Review_Content
Japnese,"Shinji by Kanesaka, Singapore",Underwhelming.....,-1,20,15-Feb-15,"I previousy had lunch at Shinji (Raffles Hotel) and it was a good experience. Hence my wife and I were looking forward to our dinner in Shinji. The welcome and initial impression was good and was as expected. After ordering our drinks, we proceeded to wait. And wait. And wait.Eventually I figured out that there was an event going on in the private room next door. The chef serving us our omakase dinner was apparently tasked to prepare the food for them. So when we sat down at 7.45pm, and finished 2 beers and 1 bottle of sake, after 30 minutes - the appetizer arrived.My first piece of sushi arrived at 9.30pm and by then, the guests next to us and us as well, were getting a little hungry - just a wee bit. All through this time, our sushi chef could not talk to us as he was just too busy. In fact he did not even top up the preserved ginger. Which was terrible because that was all I was able to eat for the previous 45 minutes.And the dinner really started at 10pm (when the private room has finished eating), and that's when he served the 2nd piece of sushi - lucky us!!The dinner finished by 10.30pm. While the sushi and quality of food was top notch, I think that the pace of dinner is NOT acceptable. Jiro in Tokyo would have finished the entire meal in 45 minutes. All in all, it was quite an unpleasant experience.I should think if there is an event that the restaurant cannot cope, don't take further reservation. I guess in future, if you want attentiveness as part of your meal here, be sure to be very rich and book the private room. If not, be prepared to feel distinctly second class. Either that or perhaps order the most expensive omakase (mine was the ""middling level"" omaskase), perhaps then you may be deemed worthy of their attention. Good sushi though...no, actually excellent sushi. What a pity."
Japnese,"Shinji by Kanesaka, Singapore",Not worth it. Completely overrated and expensive,-1,20,31-Jan-15,"We arrived for dinner at this lovely restaurant. The lovely lady welcomed us warmly and with a smile which is rare in Singapore. The restaurant offers 3 package meals, the cheapest is the 15 sushi piece meal with soup and is $220 per pax.We ordered the sushi meal and immediately the lady's face changed and in front of us crossed eyes with the chef and rolled their eyes. The chef asked us if we were sure that we didn't want sashimi. We confirmed that we wanted only sushi and answered with a disproving tone as if he was too tired to make all that sushi or wasn't worth his while.The course menu was ok but nothing spectacular, the rice was hard and uncooked, the nigiri felt apart. This is not a bad restaurant but it's not worth what they charge and does not deserve the reputation.As a plus, the chef accepted several sake shots from another customer and by the end of our course he was happily drunk and very distracted. He also accepted tips very happily. Not something you would expect from a Japanese chef of this category."
Japnese,"Shinji by Kanesaka, Singapore",Food poisoning,-1,10,17-Dec-14,"Severe food poisoning after the Omakase Shin meal. We had dinner and around midnight, I felt that my stomach was very uncomfortable but didnt think much about it. Around 2am, I stared vomiting and this repeatedly went on throughout the night (vomited at least 5 times throughout the night and at least 7 in total including the next day)Reached out to Shinji to check into the cleanliness and was told that they uphold food hygiene to the highest standards and that stomachs react differently to a particular ingredient although they would still check on the menu. In the end, they came back and said that the chef looked into the menu and no other customers had any stomach upset. This was not our first time going to a fine dining Japanese restaurant and this has never happened. I have not even had food poisoning ever since I could rememberNot worth paying SGD600 per pax for food poisoning."
Japnese,"Shinji by Kanesaka, Singapore",Good but less than I expected,-1,30,3-Dec-14,"Don't get me wrong, this is exceedingly good sushi in a nice environment and sitting at the sushi bar watching the very talented chef do his thing was a great experience. On these points I would probably give a 4-star rating however given how ridiculously expensive the restaurant is, it needs to be offering more than just good sushi and it fails to reach the heights of other places I've eaten that were priced (a little) more reasonably. The final piece of fish was basically a grilled/roasted shrimp head which was frankly unpleasant and only one of our party was able to eat all of it. So overall good, but there is far better value out there and I'll try somewhere else next time. "
Japnese,"Shinji by Kanesaka, Singapore",$250 w/o tax for an AWFUL lunch Omakase! ,-1,10,27-Jul-14,"Was too excited when I got Shinji's reservation, been hearing really good reviews about this restaurant. I learned it the hard way. Shinji is a rip off. For $250, without tax (almost $300 with service charge and tax) we got the lowest quality of fish, maybe it was not my lucky day?? Or they thought ""Indonesians will pay anyways, they don't understand"" oh heck yes, I DO! We didn't even get chutoro or ootoro, and only 2 bites of Uni (a sushi and a dish). So what's so good about this restaurant? Maybe the one in St. regis is better? Never coming back. Awful awful awful omakase experience! Save your money and go to tatsuya, you won't regret it! "
Japnese,"Shinji by Kanesaka, Singapore",A terrible Experience,-1,10,31-Dec-13,"Was part of a group planning to enjoy a delightful Christmas Eve dinner at this posh eatery. Our group arrived promptly at the reception just before 7' 0 clock which was our reservation time and waited expectantly to be seated. It was here where things went terribly wrong. Suddenly upon seeing our group, the lady receiving us ducked to the back quickly and called the manager out. The manager , smiling cheerfully, told us that our reservation had been cancelled by herself because a confirmation was not obtained even though the booking was made less than four days earlier. Our host who dines at the restaurant regularly had called the restaurant and was assured of a booking. After looking through her records, the Manager again, cheerfully, told us that the number they had taken down was indeed a wrong number as they mis-wrote one digit in the phone number. What a wonderful mistake as apparently phones nowadays don't have caller ID. They then somehow pulled out an unknown email address and were sending emails to some unknown party to confirm the reservation which was made four days earlier. So our group was left there without a reservation and refused entry by the smiling manager who couldn't be bothered by us by then as the restaurant was full. She basically summarized it as the restaurant had tried its best but mistakes do happen and cheerfully walked away and shut the door leaving our party stranded on Christmas Eve without even hearing our host's full explanation. 'Surprisingly', we did hear stories of regulars securing last minute spaces at the restaurant even though it was full. Apparently the manager will always see what she 'can' do. I would like to say thank you to that particular Manager for providing such exceptional service to our group on Christmas Eve and salute her for providing an experience we will never forget.This experience was thoroughly harrowing and we didn't expect this from an establishment supposedly dubbed the 'best Japanese Restaurant in Singapore' located in the famed Raffles Hotel. For those who are thinking of trying this place, consider Ki-Sho along Scots Road, they will most certainly honour your booking and ensure your party an enjoyable meal with exceptional food which will not be at the expense of others."
Japnese,"Shinji by Kanesaka, Singapore",average high end sushi at premium price,-1,30,24-Oct-13,"It was a nice place with rather good sushi in omakase style. Service was tremendously good. However, SGD260 without any alcohol and it was just the cheapest set, this must be a joke. There is surely something wrong with the pricing mechanism. Anyway, putting that aside, Shinji by Kanesaka is a fine sushi place. But do not expect something world class like in Japan as you won't get the fish as good when it has to fly all the way from Japan."
Japnese,"Shinji by Kanesaka, Singapore",over rated,-1,20,25-Jan-13,"Certainly superb sushi amazing specialities like abalone, urchin and puffer fish butThe Chef who prepares the food in front of you and is obviously an expert isn't an expert in communication certainly in english,we had more explanation of dishes from the prawns that were still alive!The main problem is the food is insubstantial, there is no decent portion of fish and no steak, too much sushi and not enough sashimi, ok maybe its authentic but i left unsatisfied. Theres no imagination just a lot of really nice raw fish and some small cooked dishes also nice but not superb a grizzly bear does a similar job.For 600$ a head i felt id had a really nice starter. In my opinion it doest compare to Nobu London or even Zuma and certainly not a patch on the food served in the aman resorts I've visited.Service is excellent although you only get wasabi with some dishes."
Japnese,"Shinji by Kanesaka, Singapore",Excellent Japanese food but better be invited,-1,30,3-Oct-12,The place to be in Singapore for the Japanese food lovers. The restaurant surfs on a wave thanks to a two-Michelin-starred restaurant linked to this one; having said this the quality of the food is excellent and everything is quite fresh and the dressing perfect. The service quality is also nice and the chef does not hesitate to visit personally his guests at the tables. Only shadow : excessive prices.
Japnese,"Shinji by Kanesaka, Singapore",Not sure if it is worth,-1,30,10-Dec-11,"I visited shinji on mid November. It has nice authentic decor with beautiful wooden counter. We order omakase. Entire experience was ok but I just simply felt painful when I paid the bill (nearly $600). Of course with this price it should be good quality but I ususally concern the cost performance and it makes me feel not worth for it. As I mentioned it was ok. Food is good, Service honestly so so, ambience very good. I believe this price range should show something special and wow theguest. Just it doesn't make me feel happy after the meal like everybody commented and make me feel to come back. If I am rich, it doesn't matter but I rather recommend to go to Japan and have same quality in more reasonable price even pay for the air ticket."
Japnese,"Waku Ghin, Singapore",Disappointments with this so call 1 Michelin Star Restaurant ,-1,10,10-Jun-18,"Total disappointing experienced to celebrated my Birthday in this restaurant. When the restaurant first newly opened in Mbs we visited the restaurant was wayu beef steak served for each guest, after the restaurant got Michelle Star we were back to this restaurant again due to we missed n love foods to our surprised was such a disappointment the wayu beef steak became a slice of beef each guest. Menu remained the same, price the same but amt of beef is cut down. N during payment time, they asked whether we have Mbs memberships card, which I told them I had registered few months ago but I haven’t collect the physical card frm the mbs Customer service n i told them I hav ecard in my phone but the staff insisted she wanted the physical mbs Memberships card , without the physical card she cannot credit the points, which was kind of disappointed. Few days later I went to Mbs Customer Service counter to collect my card n told them about the incident I had in waku ghin , the staff in waku ghin requested me to show them my physical card then can credit points so the Mbs customer service staff actually told me show e card memberships frm the phone also can credit points. After hearing my incident the mbs customer service staff requested me to let them photo copy the receipt to help me appeal . Unfortunately, waku ghin refused to credit back those points. This is a so call 1 Michelin Star Service "
Japnese,"Waku Ghin, Singapore",Food quite good but Standards have obviously dropped,-1,30,1-Jun-18,"This is our 2nd time there. The 1st being some time back before they were awarded the Michelin star. We had a very good impression the first time. With that reference point in mind, and taking into consideration it is now Michelin star restaurant - we walked away this time sadly disappointed. On the whole the food was still quite good. But for S$ 450 per pax and 1 star - we expected better overall dining experience. Let me illustrate point for point below. As background, this was a birthday celebration for my wife. (1) This special event and her dietary restriction have been clearly spelt out to the restaurant by email of which they have acknowledged. Yet upon being seated. We were asked the same questions again ad verbatim per their email. And to cap it, they asked in front of both of us, if this was a special occasion. I wonder does anyone read the correspondences? Anyway, so much for any surprise dinner occasion there. They ensured the element of surprise is gone. (2) The ohmei A5 beef were of best quality. However, they sliced it so thin in the way of sabu sabu style. It is sacrilegious to use such thin slice on the teppan hot plate. That was just poor use of great beef. Teppan hot plate should always use steak cut and NEVER paper thin slice. (3) Abalone - This was soaked in anchovy sauce that was too strong and the sauce overpowered the natural taste of fresh abalone. Another no-no. (4) Dessert - This was the biggest surprise of all. They gave us a small birthday cake with candle. After the blowing of candle etc, they gave us 2 small slices from it. What happened to the rest of the cake - was a mystery. Normally more restaurants would have packed the rest of it for us. But Waku Ghin was really unusual in this aspect. So now we waited for our degustation set dessert. Normally most top restaurants pride themselves of their artistry and creativity of dessert. But Waku strangely does not. In fact, it appears the 2 small slice of cake above was our degustation dessert. Again this is highly irregular. Most top restaurant would have given a complimentary slice of cake followed by the proper dessert set. In addition, maybe even a dessert trolley. So on the whole for the price and the restaurant ranking - the restaurant need to do way better then that. I felt there has been a some fair bit of cutting corners on cost. The grace and classiness were just missing in this place. At the end of the day, we just remembered it as a rather expensive restaurant that does not provide value nor the requisite service.As a digression. The close comparable in style and food would be U-kai tei in Tokyo which is also 1 Michelin star. But this one beats Waku Ghin hands down in quality of service and food. For that, I would always do seconds or thirds, unfortunately I cannot say the same of Waku."
Japnese,"Waku Ghin, Singapore",What a joke !,-1,20,23-Dec-17,"Everything is in the title... Good products for sure, but almost no work on them, same menu since day one, those small ""Teppanyaki rooms"" where the Teppanyaki is almost not used, but the exhaust noise above your head is working well, maybe to break the ice cold ambiance in this restaurant. Nothing that my palate will remember. But a paradise for all the people who eat with their eyes (and mostly social network junky).The only thing I will not forget, is the bill..."
Japnese,"Waku Ghin, Singapore",More a branding and marketing exercise,-1,20,26-Oct-17,"Extremely disappointed – as someone who had enjoyed Tetsuya’s food for decades from his early days at Rozelle, it was a total letdown. Of the many meals we have had at Tetsuya’s this wouldn’t rank in the top 50.The rating reflects more the $ charged and the lack of meeting expectations – the food had a certain quality but not to be compared with Andre, Nouri, Odette’s, Blackwattle etc. where we had dined the previous few days.It’s not though that we created these expectations, they promote Tetsuya Wakuda extensively and you naturally make some assumptions.As the Marina Bay Sands says “With its long list of awards, Waku Ghin is universally acclaimed as one of the very best restaurants in Singapore. Tetsuya Wakuda’s masterful European Japanese dishes are created in front of diners’ eyes by personal chefs for an unmatched fine dining experience”I’ve eaten at so many of the world’s best Chefs Tables in the past couple of years and this doesn’t compare.Typically, the chef does everything in front of you from showing the produce, to preparation, then cooking and presentation to the diner – all the while involving the diner and discussing what he is doing.At Waku Ghin, not only was the chef relatively young (and by comparison to Tetsuya, inexperienced) but he rarely talked and seemed almost embarrassed being asked questions.There was no interaction and no involvement that perhaps would have made it worth half the money.The dishes were not created in front of us, the preparation was done in an outside kitchen and then brought to the bench in front of us where the young chef played and then served without communication.In our home town, have enjoyed Raita where all my expectations have been met at less than half the price and the seafood has been even fresher.Tetsuya should be embarrassed – the final insult was the finishing touch of giving my wife a fruit jelly."
Japnese,"Waku Ghin, Singapore",Totally not worth it!,-1,30,12-Sep-16,"Nothing to shout about.....food was alright, not fantastic. Over rated & overpriced!!!! There are many other restaurants in Singapore that are a lot better. If you want to experience some extra-ordinary culinary delight, don't waste your money on this one."
Japnese,"Waku Ghin, Singapore",disappointing,-1,10,3-Sep-16,"What’s all the fuss about? Nothing special. In fact for these prices (one of the most expensive restaurants in Singapore) it was profoundly disappointing. They appeared to be doing things to win them Michelin stars and to impress rather than make interesting and tasty food and be sincere. There wasn’t a single dish which stood out on my fish/meat menu and the person I was with's vegetarian one. There are better Japanese restaurants at Pan Pacific and even Kinki beats it. Not worth the money, wine was exceedingly overpriced even for Singapore and the whole experience wasn’t especially enjoyable. Felt forced and insincere."
Japnese,"Waku Ghin, Singapore",Is the crazy price for the ingredients or culinary skills or the venue?,-1,30,18-Aug-16,"After the dinner three months ago, I was still not in a position to answer the question above, because the ingredients are all high-end, the venue is exclusive but the culinary skills? Honestly I can't tell. I can't even recall any memorable dishes any more ..."
Japnese,"Waku Ghin, Singapore",Dinner and Cocktail at the Bar,-1,30,12-Mar-16,"We started with mojitos carefully prepared and offering a very refreshing start to dinner. For starters we had the Aburi Tasmanian petuna ocean trout with a hint of chili and the Lobster sandwich. They were good and refreshing though calling it the Lobster sandwich a sandwich was a total misunderstanding of the word sandwich. It was just lobster meat in a bisque with two pieces of toasted bread on the side.Next came the Spaghetti with lobster and Spaghetti with king crab. They were both good but unexciting, with no highlights to stimulate our taste buds. They could use a better quality of pasta. The third movement came with Grilled wagyu beef on rice, a very tasty and favoursome offering and the Marinated tuna (Tonbo) set on seasoned rice. Compared with the Grill beef rice, this was really a let down. The seasoned rice is dominated by the vinegar used in the seasoning. The rice was too mushy for our taste. For drinks, we had Negroni, Waku Ghin martini and a Waku Ghin citrus. All tasty and exciting drinks to go with the food. However what stand out is the baby peach cured in truffle oil. An excellent accompaniment to the martini. Each bite explodes with favours. However, there was one on the mushy side, indicating a spoilt baby.They were many service staff but no one opened the doors for us. But finally made up for in the send off.Summary out of 10 points:Food 6, Bar List 8, Ambience 7, Food Value 5, Cocktail Value 6"
Japnese,"Waku Ghin, Singapore",5 years and NO menu changes,-1,10,24-Jan-16,"Since the past 5 years it's the 3rd time I have been invited to Waku Ghin.My first visite was definitely a 5 stars rating, the 2nd 3 and the 3rd deserved this terrible point.The first visit with this OMAKASE menu, (meaning for me that it's a daily preparation and chef Tetsuya will have a lot of creation and will follow the season), was good even if the portion were RIDICULOUSLY small and didn't deserved the SGD 400++, but what to do with this aspect of the Japanese cuisine...For my 2nd visit the menu was exactly the same, did chef Tetsuya built his reputation with 1 menu, with only 8courses?The answer on my last trip.... YES!!! SERIOUSLY.....Almost the same menu with the same display... But now the worst is the confidence and the arrogance of your teppan ""chef"" that assumed they don't have to do the job as the reputation is established in the 50best.SGD400++ and had a Macdo or food court because you are still hungry is absolutely a joke and a tourist trap for MBS."
Japnese,"Waku Ghin, Singapore","Very overpriced, no atmosphere and average food",-1,20,26-Dec-15,"Please do read all the reviews in the ""poor category"", they are spot on. We are a relatively young couple (early 30s) who go to these types of restaurants a couple of times a year. We can afford to go (not every week!) but we also expect a lot as they are a treat for us. If you meet this criteria then hopefully our review is helpful - please don't go here, it's a huge waste.Waku Ghin has to be the biggest disappointment we've ever experienced, and the most expensive (we spent twice what we spent at the fat duck, and it was a significantly less amazing experience).Do they do anything wrong? Not really but it's that they don't really do anything amazing and with this price tag, you really have to (for two people, it cost approx GBP 800 or around USD 1,500 - we had matched wines, also there was about $150 in tax and another $150 in service, added to the quoted prices). So here's what really didn't work for us:FOODThe menu is omakase, so the chef chooses the food. At no point were we given a menu of what was to come or emailed after, which was disappointing (even though the waiter said we would be). The chefs often announced the meals before they were served but their English was not great so often we had no idea - appreciate the benefits of having Japanese chefs but at these prices - and not being in Japan - we would expect there to be some way to convey what we were eating and some information about it. At points there were young female helpers who came over -not quite sure of their role other than occasionally to clarify what the chefs had said, but this certainly didn't happen for every course.The food itself was fine - our favourites were the oysters, sea urchin and abalone. The rest was fine but nothing special. To top it off my husband felt pretty unwell at the end of it.WINEIt seemed odd to be asked about wine straight away when we had no idea about what food we were being served (see above). We felt forced to do matched wines as they weren't forthcoming with information to allow us to pick a bottle and weren't particularly helpful (there didn't appear to be a sommelier to talk us through the options). Either way the bottles of wine were so expensive it actually seemed sensible to do the wine pairing at $250 per head - that gives you an idea about the cost of the wine list. Although three of the wines in the wine pairing were sake, so if you aren't a fan of sake then it's a bit of a waste. The other pairings were pretty good.SERVICEBoth the waiters and chefs seemed robotic and not actually interested in engaging with us, other than to serve the food and say what they needed to. You are seated in small rooms with a chef preparing the meals - we tried to engage but didn't really get anywhere and it was quite uninspiring (compared with Burnt Ends we had been to the day before which was great to watch).ATMOSPHEREUrgh. So dull. We were seated in a room with four other people. There is no ambience. I would say this vibe might work for older businessmen and that's about it. Certainly not for couples - not good for a special occasion. Just lacks any ambience.All in all, we would recommend avoiding Waku Ghin. Save yourself the money - this just isn't up there with the top restaurants. "
Japnese,"Waku Ghin, Singapore",Interesting but overall not as inspiring as I would have imagined,-1,30,23-Aug-15,This was a good meal don't get me wrong. I liked the way you were seated in a group setting (I was on my own) and got you seat at the cooking table. The presentation of the fish was excellent and some of the courses were truly great. But some were really very average. The wine choices were relatively expensive - even by this type of restaurant standards. My bill for one person came to 630 Singapore dollars. That makes this one of the most expensive meals I have had in the last two years. This didn't make the top 5 meals and might not make the top 10 if I go back and look at it. So that's why it gets an average.
Japnese,"Waku Ghin, Singapore",Over the top,-1,30,4-Aug-15,"I've heard that this type of ""ultra fine-dining"" is going out of fashion in Singapore. I must say after visiting Waku Ghin I can understand why. We expected the ten course menu to be decadent, but with such rich flavours heavy on protein we found it difficult to enjoy much past the 5th. This was largely due to the pace the courses came out - we barely had time to finish our matched wine before the next glass was being poured. Perhaps we eat more slowly than the other diners, however we believe an experience like this is to be savored. There were some stand-out dishes that we thoroughly enjoyed, such as the sea urchin with prawn and caviar. The heavier dishes such as the lobster were not to our taste. Moving to a more intimate setting for desert was a nice touch. The $1500 bill at the end of the night was expected but was it ten times better than other meals we've had in Singapore? Probably not."
Japnese,"Waku Ghin, Singapore",Sadly Disappointed,-1,30,24-Jul-15,"I went to this restaurant with such high hopes (50 Best in the World, Friends highly recommended, etc etc…), I was summarily disappointed however. The food, yes, was quite tasty, was it worth what we were charged for it, however, no. We are more than willing to dole of money on a special dinner, this just wasn't all that special. It all just felt forced and a bit rushed (my brother characterized it as Benihana's Logical Maximum). We enjoyed the use of the Teppan grill and our chef was friendly. As a whole it just wasn't on par with its peer competitors we have dined at around the globe, especially given the exorbitant price."
Japnese,"Waku Ghin, Singapore",Too expensive for average food,-1,20,11-Jul-15,"I've been to many top restaurants around Singapore but Waku Ghin was the most disappointed restaurant on my list. This was my first time here and will never ever come back to this over-rated restaurant. I was served with cheap and low quality seafood for $400/pax. A bottle of water is $20sgd. One small boston lobster was served for 4 people... Small abalones werent even from Australia and the beef was cheap. I think with the money I spent, I can fly to Japan to eat something better. Avoid this place if you expect good food for $400/pax. "
Japnese,"Waku Ghin, Singapore",Part of the world's 50 best restaurants? Something is wrong here!,-1,30,12-Jun-15,"$400 each degustation dinner plus 10% service + 7% tax; now add $20 for a bottle of water ++ and $22 for a cocktail ++... so, dinner for two including two bottles of water and one cocktail $1100!!! Which we would have paid without pain if we would have had an amazing unforgettable meal as we expected but sadly this was not the case. Out of the 10 courses we only enjoyed the Shrimp with Sea Urchin topped with Caviar and the two slices of Kobe. We are aware that a degustation menu means small portions but honestly these people take this too seriously, our Charcoal Grilled Fillet of Tasmanian Grass-fed Beef with Tetsuya's Wasabi Mustard was ridiculously tiny!! I could even count the rocket leaves put in the plate as garnish. I won't make this review too long but the last savory dish Consommé with Rice and Snapper deserve a mention. I hardly found the fish and the consommé was so light and clear that with all due respect I have had better consommés at the hospital, sorry for the honesty. Same to say about the dessert. Melon? and a chocolate mousse? That was pretty ordinary for such an extravagant price! So disappointed after such a wonderful experience at Tetsuya in Sydney. "
Japnese,"Waku Ghin, Singapore",Really disappointed,-1,20,12-Jun-15,we are really sorry for Mr Tetsuya but this restaurant is nothing compared with the one in Sydney. It was good seeing him at the restaurant welcoming the guests.It all started very well with the display of fresh sea food to be served followed by the sea urchin signature dish but that was it. The portion size were very small to the ridiculous size of the Tasmanian cape grind steak to close with a bland consommé containing white rice and poached fish. We really expected more for S$1100 for two people.
Japnese,"Waku Ghin, Singapore","Sorry, this restaurant is over-rated",-1,30,31-May-15,"We REALLY wanted to love this Japanese restaurant. I mean it's rated 1 of the top restaurants in Asia! The service was lovely and attentive but for the price, there are so many other fantastic restaurant choices in Singapore that are more reasonably priced and the food is better. We ordered the 10 course menu with wine pairing. The ""signature"" dish was a marinated shrimp with sea urchin and caviar - and while it looked beautiful, I didn't like it. I think it was one of those dishes that you either love or hate. For such as spendy place, I wanted to eat food that really wow'ed me. The closest I got to ""wow"" was the wagyu roll with fresh wasabi (delicious) and the abalone with pasta. One of our waiters kept telling us this was a French restauratn - there is just no way! It is totally Japanese and I'm sorry to say that the food is over-rated."
Japnese,"Waku Ghin, Singapore",Expensive for average food,-1,20,6-Apr-15,"Second time round - why didn't I learn from my first experience? - both times were equally disappointing. Its about 500/pax if you dont have a lot of drinks. The food was nothing special - the gimmick is that they cook some dishes in front of like a teppanyaki - but it does mean if you are a couple, the timing of your dishes matches the other couple in the room. Their special is the uni, botan and cavier dish -but standard has dropped from last time because my first time round it was the only earth-shattering dish but this time it was less creamy, didn't blend as well and therefore forgettable. All the dishes were forgettable except for the wagyu beef which was the only good dish in the entire 10 menu. Completely disappointing"
