Type,Restaurant_Name,Review_Title,Sentiment,Rating,Review_Date,Review_Content
Indian,"Riverwalk Tandoor, Singapore",Good service and nice décor,1,40,17-Oct-15,"At the restaurant for dinner tonight Saturday 17 October, 2015. We paid for 38.80 S$ for 2 buffet dinner plus 20$ on red wine and Mango Lassi (good Lassi).
The restaurant is a few steps from Jumbo Seafood restaurant. It was easy to find.
All...More"
Indian,"Riverwalk Tandoor, Singapore",Must visit for a good buffet experience,1,40,13-Sep-15,Good restaurant with a great variety and selection of Indian buffet dishes. Staff is also very responsive and well trained. Overall a good experience each time visited.
Indian,"Riverwalk Tandoor, Singapore",Very good indian food.,1,40,6-Sep-15,Good Indian (Punjabi) food and have both vegetarian and non vegetarian options. Beautiful location and specifically in night looks very good.
Indian,"Riverwalk Tandoor, Singapore","Convenient location, decent taste",1,40,31-Aug-15,"The atmosphere was nice, location is great. The place is easily accessible by public transport. Food was reasonably good and delicious. Service was nice too and all personnel were amiable. I have been there a couple of times and never had any complaints."
Indian,"Riverwalk Tandoor, Singapore",Vegetarians Treat,1,50,4-Aug-15,"Few days back had been to Riverwalk Tandoor with my family as was recommended by the sales person who explained us over the phone about the lovely cuisine which made us carve for food , he guided us how to get there and also provided...More"
Indian,"Riverwalk Tandoor, Singapore",Lovely buffet,1,40,28-Jun-15,"This place has a great selection of vegetarian and non-vegetarian dishes. On the veggie front, the saag paneer was amazing. Overall I really enjoyed it and although I didn't try the desserts I was told that they were fantastic."
Indian,"Riverwalk Tandoor, Singapore",Mid range Indian Food in Singapore,1,40,8-Jun-15,"The place is very much like a restaurant in Mumbai, its crowded as their buffet is very affordable. We did not take the buffet but ordered ala-carte. Food is ok ok."
Indian,"Riverwalk Tandoor, Singapore",Buffet at Farrer Park,1,40,15-May-15,"We had buffet lunch at their Farrer Park restaurant. The food was delicious and worth the money (S$16). When I informed the staff that Naan and Tandoori chicken were over, they immediately refilled both and brought a basket of rotis to our table. Overall, a...More"
Indian,"Riverwalk Tandoor, Singapore",BEST,1,50,5-May-15,This is simply the best indian restaurant in Singapore. The dishes are always mouthwatering and always varieties are offered on the buffet. I love Tandoori Chicken specially and always ove to come here.
Indian,"Riverwalk Tandoor, Singapore",Zul,1,50,12-Apr-15,"Good deal for cocktails ,mocktails and premium wines. Cheerful staff and kind management will fulfill your dinning expectations. Great place to have authentic Indian food."
Indian,"Riverwalk Tandoor, Singapore",Awesome indian Buffet dinner,1,50,6-Mar-15,"This is the best place to hace indian buffet in singapura,buffet starts usually at 6.30 evening .
you will enjoy mouthwatering indian menu"
Indian,"Riverwalk Tandoor, Singapore",Just what we needed.,1,50,23-Jan-15,"Having eating western food for a few weeks while traveling through Europe, we chose this restaurant to get us back into spice mode, as we had been here a couple of times before on previous visits. we were not disappointed. The food and service is...More"
Indian,"Riverwalk Tandoor, Singapore","Great North Indian food around City Hall MRT station, Singapore",1,50,22-Dec-14,"The restaurant location is easy to reach from City Hall MRT station by walking or by bus. The ambiance is pleasing. I seldom eat vegetables however, their vegetables were cooked with the right amount of spices (not overwhelming) eaten with white or briyani rice. Their...More"
Indian,"Riverwalk Tandoor, Singapore","Nice variety of food, nice ambiance, slightly moody staff though",1,40,18-Dec-14,"We had our department dinner at Riverwalk Tandoor. Variety of food was good (gulab was awesome!). A bit strange for the place to be decked out in christmas decorations with christmas songs playing over the speakers, but hey, its christmas so the ambiance was good!...More"
Indian,"Riverwalk Tandoor, Singapore",Good indian buffet opp Farrer park MRT,1,40,12-Nov-14,The lunch spread of indian food was good. The gulab jamun served here was hot and delicious - just bought me back to India for a minute.
Indian,"Riverwalk Tandoor, Singapore",Best indian food,1,50,23-Sep-14,Best Indian food love the desserts and value for money... Best place for travelers and people who love indian food.
Indian,"Riverwalk Tandoor, Singapore",Good Restaturant !!! Nice Indian Food,1,40,7-Aug-14,"Good Indian Food , their Buffet is having good variety . i was there more than 3 times in my two visit to singapore"
Indian,"Riverwalk Tandoor, Singapore",Good Indian Buffet - balanced veg and non-veg food,1,40,2-Jul-14,We went to the clarke quay outlet few weeks back. We sat outside in the area facing the road in a non-smoking area but it was still close by the river. The ambience was very good and the food was good too. They had vegetable...More
Indian,"Riverwalk Tandoor, Singapore",Excellent food and great value,1,40,1-Jul-14,It is so nice to get a pleasant surprise. The restaurant does not look that flash but the food is superb and the staff very friendly. The food was so good we have just returned from our second visit and still very happy.Highly recommend both...More
Indian,"Riverwalk Tandoor, Singapore",Good plentiful buffet with solid service and lots of fresh naan,1,40,29-Jun-14,"We visited Riverwalk Tandoor with a Deal.com deal and had a really good meal. The deal saved a couple dollars on the regular buffet price (which is reasonable at normal prices). There were several veggie curries, one lamb, one chicken and tandoori chicken. All were...More"
Indian,"Riverwalk Tandoor, Singapore",Good Indian Vegetarian food in Singapore!!,1,40,3-May-14,I went to Riverwalk Tandoor in June 2007 with my family for dinner during our visit in singapore. Excellent food with authentic Indian flavour in Singapore. The food quality is good and we like it a lot. Highly recommend this place for first timers and...More
Indian,"Riverwalk Tandoor, Singapore",Amazing food.,1,50,6-Jan-14,I went to Riverwalk Tandoor in Clarke Quay with my friends. Can get buffet as well for both veg and non-veg options. The food quality is good and we like it a lot. There are not much of vegetarian options. But the buffet is good.
Indian,"Riverwalk Tandoor, Singapore",Great Indian tandoori chicken ,1,40,15-Dec-13,"A place to get good Indian tandoori chicken. North Indian dishes are good, need to see improvement with some south styled dishes.
Overall the menu is good."
Indian,"Riverwalk Tandoor, Singapore",Superb meal outside India in Singaproe,1,50,6-Dec-13,"Excellent food with authentic Indian flavour after home in Singapore!!
Totally sinful if you miss Butter paneer, Naan, Pulao, Butter chicken and last but not the least Dal Makhani. Total value for money"
Indian,"Riverwalk Tandoor, Singapore",nice one,1,40,23-Sep-13,"nice indian food...specialy that chaat is amazing which u can prepared ur self....staff is very good and helpful... had great time....will come again for sure.
Its situated on the 5th floor of landmark village hotel in bugis area....step away from Arab Street"
Indian,"Riverwalk Tandoor, Singapore",Best Indian food yet,1,50,24-May-13,"Wonderful upscale buffet. How can it be upscale, check it out . Reasonable prices without having to sacrifice quality or quantity of food. Service was amazing. Lassi is a must try. Naan was hot and tasteful. Highly recommend this place for first timers and for...More"
Indian,"Riverwalk Tandoor, Singapore",Excellent Buffet & Service,1,40,24-May-13,"Its the best service i can get even comparing it with hotel chains like Parkroyal's Chatz or Marriott's Wan Hao or Shook. The staff were young, probably students but they go all out with smiles and extended their hospitality to you with lots of actions...More"
Indian,"Riverwalk Tandoor, Singapore","Excellent Buffet Dinner @ Riverwalk, Clarke Quay",1,40,21-Apr-13,"I have been to this restaurant for a couple of times, one with my partner and the other with my colleagues and both the times we had an excellent buffet dinner. The food was tasty, ambience excellent and good choice of drinks making the dinner...More"
Indian,"Riverwalk Tandoor, Singapore",Value for money,1,40,11-Apr-13,"Spricy Punjabi restaurant, with good varieties of Punjabi cuisine. We enjoyed our dinner, with chilled beer, sitting close to the river. Service is good. Decently priced menu. Nice ambience and tasty Punjabi food."
Indian,"Riverwalk Tandoor, Singapore",Good quality buffet,1,40,8-Apr-13,"Very few Indian restaurents in Singapore offer buffet service, so I was shocked to see the place. Being a food lover, I immediately entered the place. The taste of the food is good, and I noticed that they did not put too much of spices...More"
Indian,"Riverwalk Tandoor, Singapore",Good indian buffet - nice service,1,40,15-Mar-13,"I walked the Riverside of Singapore looking for a nice restaurant. Actually, I had one in mind, but could not find it, but then I saw Riverwalk Tandoori and the buffet setup inside.
This was a nice buffet with a very standard setup. The tastes...More"
Indian,"Riverwalk Tandoor, Singapore",Unbelievable quality Buffet,1,50,1-Feb-13,"We found this little gem on our last day in Singapore and decided to try the 16SD lunch buffet and it was fabulous with a choice of starters,soup, salads ,popadoms and dips. For main courses there was a choice of tandoori chicken and lamb curry...More"
Indian,"Riverwalk Tandoor, Singapore",Really Pleasant Lunch Experience!,1,50,7-Jan-13,"I'm not gonna lie and say this is the best Indian food I have ever had and it's not the best I have had in Singapore, however it is a very good place to go if you want a quick Indian lunch.
I went today...More"
Indian,"Riverwalk Tandoor, Singapore",Buffet at Farrer Park,1,50,27-Dec-12,"My family and I thoroughly enjoyed their lunch buffet at their outlet at Farrer Park. The atmosphere is authentic North Indian. The food was sumptuous and appetizing. The options were plenty with vegetarians, chicken and fish. The dessert were to-die-for (especially the gulab) and the...More"
Indian,"Riverwalk Tandoor, Singapore",Excellent,1,50,27-Dec-12,I went to this restaurant after four years with family. The food is GREAT and the prices are really good. It has buffet system that gives you plenty of choice. The staff and service was great. Best Indian food in Singapore.
Indian,"Riverwalk Tandoor, Singapore",Hidden Gem,1,50,28-Oct-12,"I was at the Upper Circular restaurant with my wife and mother-in-law and I was greeted by a very smiley gentleman, who helped us to a table outside. I liked the ambience coz it wasn't too crowded. We had buffet and ordered some a-la-carte dishes.....More"
Indian,"Riverwalk Tandoor, Singapore",Buffet dinner at Riverwalk Tandoor,1,40,2-May-12,I have been to this restaurant thrice and I keep visiting because the buffet spread is really good value for money(never tried the ala carte).The fish tikka or chilly fish or whatever fish starters they have are one of the best that I have had...More
Indian,"Riverwalk Tandoor, Singapore",Good Buffet!,1,40,6-Feb-12,"The restaurant is conveniently located close to the Clarke Quay MRT stop, and has a good spread during the lunch and dinnner buffets. Plenty of choices for both veg/non-vegetarians."
Indian,"Riverwalk Tandoor, Singapore",Nothing but excellent,1,50,20-Jan-12,"I visited this Indian Restaurent for dinner ,at singapore flyer joint, this year end
I recommend this as a wonderful place for lavish north Indian food, yummy , hygienic , decent staff, ambience rocking with backdrop of night skyline of Singapore and Singapore flyer
Lovely...More"
Indian,"Riverwalk Tandoor, Singapore",Good Value for Money,1,40,3-Nov-11,"Very good buffet, especially the north Indian varieties in it. Good value for money. Personally, I have found the food quallity at their Riverwalk (near Clarke Quay) outlet better than the Farrer Park (Little India) outlet."
Indian,"Riverwalk Tandoor, Singapore","Good food, best price",1,50,10-Oct-11,"When we go to little india we always have food at Murugan Idli or Copper Chimney, last week it was raining and we saw this restaurant laying their buffet fresh while nr Ferrer Park MRT exit A - we decided to chk for their buffet...More"
Indian,"Riverwalk Tandoor, Singapore",Great Indian Food in Singapore,1,40,17-Jun-10,"During our recent visit to Singapore, we were offered meal vouchers for Riverwalk Tandoor. The experience was very enjoyable. Good food, clean and neat, good service."
Indian,"Riverwalk Tandoor, Singapore",Great buffet at low price,1,50,7-Sep-09,"We were not adepts of Indian kitchen. But we enjoyed so much in this restaurant, that we managed to revisited it several times during our 1 week Singapore visit. The buffet was really delicious. There are some places outdoor, next to the pool with a...More"
Indian,"Riverwalk Tandoor, Singapore",food's alright though its getting a lill pricy nowadays,1,40,2-May-08,food's alright though its getting a lill pricy nowadays
Indian,"Riverwalk Tandoor, Singapore",Excellent choice!,1,50,3-Feb-08,Excellent choice!
Indian,"Riverwalk Tandoor, Singapore","Great Northern Indian cuisine thats worth the
$$$",1,40,30-Dec-07,"Great Northern Indian cuisine thats worth the
$$$"
Indian,"Riverwalk Tandoor, Singapore",ok ok...,1,40,26-Dec-07,ok ok...
Indian,"Riverwalk Tandoor, Singapore","Cheap for north indian buffet i would say. Decent spread, pretty good quality.",1,40,15-Dec-07,"Cheap for north indian buffet i would say. Decent spread, pretty good quality."
Indian,"Riverwalk Tandoor, Singapore",Nice but pretty ex...,1,40,11-Dec-07,Nice but pretty ex...
Indian,"Ananda Bhavan, Singapore",Worthy food,1,40,13-Oct-18,"Anand bhavan in changi business park
Really worthfull
Quantity and quality both good
I visit at least once in a week
Mostly order south indian for my spouse and north indian thali for myself and prata set for my son"
Indian,"Ananda Bhavan, Singapore",Food round the clock,1,40,13-Sep-18,The best thing about the place is food was served around the clock. Most days we ended up shopping till 11 and it would get too late to get good vegetarian food. AB came to our rescue and we could get decent food at decent...More
Indian,"Ananda Bhavan, Singapore",Good food fast service,1,50,30-Jul-18,Great value for money for vegetarian food. Ate for almost a month there and no stomach upset. Wholesome food and extensive menu to choose from
Indian,"Ananda Bhavan, Singapore",Good and inexpensive place for some good Indian food,1,40,11-Jul-18,Went to Ananda Bhavan after a long and tiring day at Universal Studios not knowing what to expect and we were pleasantly surprised with both quality and price. The food there is rather cheap compared to most food joints in town. We ordered the Biryani...More
Indian,"Ananda Bhavan, Singapore",Awesome breakfast,1,40,10-Jul-18,"Everything we ate were tasty. We ordered whole bunch of things, Idli, Vada, Kesari, Rava Dosa, Pongal and Coffee. All of them were fresh and good. The service was excellent."
Indian,"Ananda Bhavan, Singapore",Exclusive Vegetarian Restaurant,1,40,11-Jun-18,"Had South Indian Meals on a Sunday..Fairly crowded Restaurant with adequate seating arrangements..Service was quick..Thali had all the items in adequate quantity..being from South India, I felt Rice was not upto standards in taste...also had a plate of Plantain Bajji which was hot & tasty."
Indian,"Ananda Bhavan, Singapore",Good restaurant ,1,40,6-Jun-18,"The quality and taste of north and South Indian thali taste was good. Worth of money.
It’s self service restaurant.
You will get tap water for drink if you don’t want buy water bottle."
Indian,"Ananda Bhavan, Singapore",Nice Indian food,1,40,22-May-18,Best option for Indians. Food & service is good. Always crowded. Location good just opposite mustafa center.
Indian,"Ananda Bhavan, Singapore",South Indian Restaurant,1,50,13-May-18,"Tasty south indian breakfast, lunch and dinner available here at reasonable price. Located in little india"
Indian,"Ananda Bhavan, Singapore",Great food at good location,1,40,6-May-18,"This is right opposite to Mustafa centre, a great place to be in.
Good north and south Indian food available here at not so costly prices.
Also, it's a vegetarian's delight to be in this place. Service is also pretty fast."
Indian,"Ananda Bhavan, Singapore",Very nice taste.,1,50,19-Apr-18,"Nice taste of south Indian dishes. The dosa, puri and rice are amazing. Those who travel to singapore should try this hotel."
Indian,"Ananda Bhavan, Singapore",Dinner after shopping ,1,40,10-Apr-18,"Nice South Indian and North Indian combo food.
It’s just opponents to Mustafa shopping centre.
Enjoyed the South Indian me there."
Indian,"Ananda Bhavan, Singapore",Excellent simple asian vegetarian cooking,1,40,3-Apr-18,A simple no frills restaurant with clean interior and good service apart from firgetting to deliver an ordered cup of tea. The set meals are good value and the pashwari nam was quite exceptional. The place is air conditioned and does a lively trade catering...More
Indian,"Ananda Bhavan, Singapore",Vegetarian food at an expense,1,40,25-Mar-18,"Right in the middle on Little India serving good vegetarian food. Though a lot of customers are predominantly of the Indian origin there are customers from other ethnicity that come here too.
Generally a crowded place with table service made available.
Prices seem a bit...More"
Indian,"Ananda Bhavan, Singapore",Vegan Can Taste Great!,1,40,14-Mar-18,"We had a whole lot of dishes and every one was just amazingly good. The Thosais, Prata, Bhatura, wadai, were over the top! You pay for good quality food here and it's worth every cent. Nice atmosphere with families tucking into their meals. Air-conditioned and...More"
Indian,"Ananda Bhavan, Singapore",Good South Indian fare,1,40,7-Feb-18,"While we searching for a vegetarian place to eat in Little India, Ananda Bhavan came up repeatedly on various websites amongst the top. Well we were not disappointed. Good food and a bustling place."
Indian,"Ananda Bhavan, Singapore","My favorite South Indian food,",1,40,5-Feb-18,"Even though the dinning hall does not look very clean, food is very good and tasty. Best place for cheap and good South Indian vegetarian food."
Indian,"Ananda Bhavan, Singapore",Good south indian restaurant,1,40,2-Feb-18,"I had food on many occasions. I think it is open for 24 hours. Vegetarian restaurant, mainly south Indian also serving roti , aloo paratha etc."
Indian,"Ananda Bhavan, Singapore",Indian Vegetarian Breakfast to Delight,1,50,22-Jan-18,We arrived in Singapore very late at night before Christmas and while chatting to the concierge asked where we could have tea - teh tarik and breakfast the next day. He said go where the locals go - Little India! The next day we walked...More
Indian,"Ananda Bhavan, Singapore",Indian food by Yoga teacher recommendation ,1,40,21-Jan-18,"Walked in here, doesn’t pretend to be anything fancy as this Indian eatery just serve great southern food."
Indian,"Ananda Bhavan, Singapore",So call fast food Indian vegetrian reataurant,1,40,30-Dec-17,"Food yummy and good but price a bit too expensive with no service.
Restaurant with air conditioning, crowded and noisy.
Near by Mustafa shopping."
Indian,"Ananda Bhavan, Singapore",Good only for South Indian food,1,40,25-Dec-17,"Ananda Bhavan is located opposite to Mustufa Market. If you are craving for Indian food, you can visit here.
We had ordered noodles, veg fried rice, masala dosa and rava masala dosa. Out of these, only the south Indian items were good. We had the...More"
Indian,"Ananda Bhavan, Singapore",24 hour veg food!,1,50,16-Dec-17,"Ananda Bhavan is across Mustafa. And both of them are open for 24 hours!
Excellent South Indian veg food. Hat tip: Bathura and Rasam idli"
Indian,"Ananda Bhavan, Singapore",One of well laid out veg restaurant ,1,40,13-Dec-17,"This ananda Bhavan is little big and well laid out restaurant bang opposite Mustafas
The dosas are quite large and are made before eyes and served very hot. The tomato chutney is yummy"
Indian,"Ananda Bhavan, Singapore",Awesome South Indian restaurant ,1,40,8-Dec-17,Ananda Bhavan is a Vegetarian restaurant serving South Indian food. It is located near Little India. One can try mysore dosa and variety of dosas.
Indian,"Ananda Bhavan, Singapore",Yummy food,1,50,23-Nov-17,The best vegetarian south and north indian food. Very old since 1924. Opposite Mustafa centre. Quick delivery of ordered food. Very very nice restaurant in singapore for veg lovers.
Indian,"Ananda Bhavan, Singapore",Good food,1,40,17-Nov-17,"We ordered aloo parantha which is served with daal, vege, curd etc and was very yummy. We noticed that they provide more quantity of daal, vege, curd in takeaway order than dine in."
Indian,"Ananda Bhavan, Singapore",Authentic South Indian food,1,50,17-Nov-17,Very good South Indian food esp best for breakfast. Serves fast and have unique number system. They do serve North Indian food but I did not try it
Indian,"Ananda Bhavan, Singapore",Good food with fast service,1,50,26-Oct-17,"This is very good outlet working since 1924. They serve all types of Indian vegetarian food. Dosa, North Indian food, Paobhaji were excellent.
Must eat here on your trip."
Indian,"Ananda Bhavan, Singapore","Ananda Bhavan, Indeed a Restrauant for Ananda (Happiness) with delicious food",1,50,17-Oct-17,"A Self Service Restaurant with limited place, but frequented by diverse culture of people. Can't Miss Onion Dosa, Idiyappam (limited availability) or Kurma combination. Ask for Thick Coconut Chutney and also try Ghee Rawa Dosa"
Indian,"Ananda Bhavan, Singapore",Ananda Bhavan is a MUST when in Singapore,1,50,14-Oct-17,"I usually eat here everytime I visit Little India. Their prices are a bit higher than other locations but I love their food and the meals are huge! Selfservice, or rather order at the counter and they will bring it to you. Very good!"
Indian,"Ananda Bhavan, Singapore","Open 24 hours, our favorite thosai for adults & kids! ",1,50,22-Sep-17,"-Place is comfortable, air-conditioned & clean
-They make the best paper thosai in our opinion!
-Kids favorite is the paper thosai...thin, crispy thosai (eaten with sugar)
-I love the paper thosai, comes with the sides (sorry I don't know what they are"
Indian,"Ananda Bhavan, Singapore",Perfect Indian Vegetarians Restaurant in SGP,1,50,14-Sep-17,"Great Food, Reasonable Prices, Quick Service. After a hectic tour of SGP what an Indian Want is his food ! and for Pure Vegetarians like us, its a blessing. Staff was also very cooperative. I will always recommend it to all."
